2,3321113
2,3321113
2,3595880
2,3595880
2,2863599
2,2863599
2,2460959
2,2531258
2,2531258
2,2569622
2,2571914
4,3320516
4,3320516
4,3242137
4,3242137
4,2883953
4,2883953
4,2884042
4,2884042
4,3201951
4,3201951
23,3082570
23,2958770
23,2958770
23,2857224
23,2857224
23,2878510
23,2868279
23,3116522
23,2837773
23,2837773
23,2837773
23,2990681
23,2886830
23,2914060
23,2914060
23,2900114
23,3040360
23,3052468
23,2955145
23,2955145
23,2977795
23,2978886
23,2875156
23,2875156
23,2875156
23,2890808
23,3137940
23,3158230
23,3166436
23,2829182
23,1908846
23,1872715
23,2107742
23,2107742
23,2107742
23,2107742
23,2107742
23,2107742
23,2703772
23,2703772
23,2754406
23,2770105
23,2740294
23,2740294
23,2785439
23,2524837
23,2593171
23,2593488
23,2803693
23,2819306
23,2819306
23,2820987
23,2820987
23,2808920
23,2383434
23,2620329
23,2669788
23,2689041
23,2713018
23,2696266
23,2696125
23,2543076
23,2726503
23,2726503
23,2726503
23,2742720
23,2760402
23,2760402
23,2731557
23,2773362
23,2775916
23,2776063
23,2776027
23,2776105
23,2775216
23,2792993
23,2792979
23,2780926
23,2780926
23,3359411
23,3510613
23,3631394
23,3565443
23,3565443
23,3209503
23,3469912
23,3266656
23,3689310
23,3259142
23,3328215
28,3324170
28,3324170
28,3306780
28,3210916
28,3345440
28,3345440
28,3344118
28,3425380
28,3140597
28,3127106
28,3127106
28,2913430
28,2941301
28,3116564
28,3150019
28,3150019
28,3198174
28,3040728
28,3040510
28,3030713
28,3030713
28,2739033
28,2563065
28,2344900
28,2810742
28,2815198
28,2697021
49,2325727
49,2305127
49,2791706
49,2797602
49,2606407
49,2590512
49,2818139
49,386118
49,386118
49,2815291
49,2192805
49,2728375
49,2728375
49,2519027
49,2519030
49,2519030
49,2519027
49,2465487
49,3303258
49,3303258
49,3564207
49,3564207
49,3207803
49,3254371
49,3256132
49,3256132
49,3409205
49,3046732
49,3052315
49,3141668
49,3149039
49,2960340
49,2959309
49,2960332
49,3022453
49,2903782
49,2903782
49,3193388
49,3193388
49,2834349
49,2834349
49,2834342
49,2831262
49,2867589
49,2851481
49,2867263
49,2967233
50,3172427
53,3402856
53,3402856
53,3375884
53,3375884
53,3375884
53,3375884
53,3362604
53,3362604
53,3362603
53,3362603
53,3471024
53,3471024
53,3433704
53,3433704
53,3442770
53,3442774
53,3514097
53,3329292
53,3329291
53,3298216
53,3298216
53,3298216
53,3310032
53,3310032
53,3256425
53,3256425
53,3256425
53,3256132
53,3256425
53,3242683
53,3242700
53,3234149
53,3216312
53,3216312
53,2892198
53,2892017
53,3037861
53,3037861
53,2940684
53,2940684
53,3156645
53,3136922
53,3136922
53,2992258
53,2992258
53,2533890
53,2433572
53,2619850
53,2619850
53,2619864
53,2619864
53,541811
53,541811
53,541811
53,541788
53,541788
53,1674560
53,1726268
53,2783923
53,2785542
53,2801941
53,2803466
53,2803466
54,2199466
54,2199466
54,2712893
54,2151353
54,3228138
54,3207477
54,3565443
54,3565443
54,3593578
54,3365254
54,3248363
54,3248363
54,3385927
54,3407543
54,3407543
54,3407543
54,3407543
54,3428320
54,3428320
54,3542344
54,3333781
54,3148513
54,3033210
54,3091888
54,2948259
54,3001985
54,3170679
54,3170679
54,3189778
54,3205947
54,3114850
54,3114850
61,2844900
61,3151161
61,2867289
61,2867289
61,2848134
61,2848134
61,2853876
61,2883400
61,3084009
61,2891737
61,2891737
61,2890336
61,2890333
61,3171420
61,3059778
61,2907225
61,2917396
61,3005228
61,2932140
61,2932140
61,3001806
61,3001806
61,2902115
61,2885263
61,2885338
61,2886732
61,2887775
61,2886782
61,2908721
61,2168235
61,2817735
61,2817735
61,2806295
61,2806295
61,2458733
61,2474146
61,2454311
61,2543226
61,2543226
61,2534288
61,2531131
61,2531131
61,2537475
61,2531131
61,2530999
61,2531131
61,2497664
61,2497664
61,2584290
61,2586236
61,2586236
61,2584290
61,2373491
61,2374092
61,2374092
61,2373491
61,2424474
61,2424952
61,2483304
61,2480697
61,2477670
61,2793375
61,2693060
61,2693056
61,2718998
61,2682653
61,2682653
61,2684070
61,2705598
61,2731366
61,2741567
61,2651615
61,2646926
