64,2014-05-01 01:05:31.0100000,8,215.176.176.29,CaptureFlag,true,64,3,67
336,2014-05-01 06:06:13.0490000,12,107.141.120.94,CaptureFlag,true,182,6,211
167,2014-05-01 13:20:42.1990000,22,40.6.42.70,KingHill,true,128,2,245-175
268,2014-05-01 13:13:16.2080000,57,156.106.34.195,CaptureFlag,true,33,4,279-320
262,2014-05-01 03:40:35.0780000,82,241.110.212.63,KingHill,true,93,3,272-128
295,2014-05-01 21:36:09.3400000,10,40.22.238.239,KingHill,true,63,4,317
218,2014-05-01 11:41:37.2600000,20,24.76.42.159,KingHill,true,34,3,258-344
275,2014-05-01 22:08:49.1230000,25,161.65.19.246,KingHill,true,44,1,153-94
150,2014-05-01 09:24:27.3840000,99,66.184.177.158,CaptureFlag,true,176,2,355-269
152,2014-05-01 22:51:37.0810000,10,157.132.215.113,KingHill,true,194,3,94
116,2014-05-01 07:40:08.3920000,24,48.46.240.187,CaptureFlag,true,125,4,97-182
323,2014-05-01 22:53:22.1150000,38,170.243.155.196,KingHill,true,66,2,280-295
148,2014-05-01 12:18:13.0980000,33,51.187.22.206,KingHill,true,146,4,366-360
295,2014-05-01 02:42:33.0330000,195,217.6.164.186,KingHill,true,13,4,325-291-79-274
335,2014-05-01 02:14:51.0900000,210,200.44.77.108,CaptureFlag,true,45,1,304-350-333-148-214
119,2014-05-01 16:12:40.1420000,9,119.141.48.171,KingHill,true,38,6,94
279,2014-05-01 20:42:52.4430000,24,201.228.190.109,KingHill,true,101,3,149-118
284,2014-05-01 14:15:53.4980000,90,102.244.72.181,CaptureFlag,true,100,5,220-85
343,2014-05-01 04:23:51.1040000,121,96.133.88.201,CaptureFlag,true,94,5,368-102
366,2014-05-01 12:49:21.4650000,214,14.253.129.195,KingHill,true,151,2,198-372-368-318-82
189,2014-05-01 02:20:54.3450000,4,188.142.53.53,CaptureFlag,true,117,5,129
282,2014-05-01 22:54:06.0440000,24,32.101.95.112,CaptureFlag,true,153,1,209-236
179,2014-05-01 15:40:37.4940000,83,159.40.38.49,CaptureFlag,true,157,3,172-95
216,2014-05-01 14:32:25.0250000,108,181.27.54.176,KingHill,true,61,1,382-211
332,2014-05-01 16:49:48.4480000,197,37.11.85.196,KingHill,true,96,2,272-92-139-200
343,2014-05-01 04:35:56.2200000,7,245.148.107.77,KingHill,true,170,1,175
