1809,2014-05-04 12:04:25.3470000,14,221.117.223.75,CaptureFlag,true,1,3,1575
1703,2014-05-04 06:05:06.0090000,16,12.49.178.247,KingHill,true,20,5,1546
1756,2014-05-04 19:46:47.0400000,74,210.75.28.123,KingHill,true,9,6,1740-1562
1708,2014-05-04 22:45:03.1700000,121,74.101.129.217,CaptureFlag,true,12,1,1604-1554
1754,2014-05-04 19:33:32.2520000,199,93.156.184.248,KingHill,true,4,3,1750-1617-1548-1809
1550,2014-05-04 18:02:40.3420000,209,144.102.77.58,CaptureFlag,true,21,1,1620-1791-1831-1688-1648
1576,2014-05-04 13:20:36.0830000,223,93.3.168.68,CaptureFlag,true,2,3,1708-1559-1668-1541-1546
1600,2014-05-04 19:57:06.4530000,2,109.72.36.248,CaptureFlag,true,13,2,1819
1821,2014-05-04 08:40:10.4400000,18,81.183.231.34,CaptureFlag,true,3,1,1631-1832
1801,2014-05-04 19:55:19.2580000,38,119.114.120.188,CaptureFlag,true,1,2,1842-1693
1852,2014-05-04 04:26:13.1930000,4,32.168.216.32,CaptureFlag,true,15,1,1663
1638,2014-05-04 20:01:30.2290000,9,225.97.195.219,CaptureFlag,true,4,2,1608
1784,2014-05-04 14:09:48.0670000,24,163.10.142.149,KingHill,true,12,3,1600-1727
1840,2014-05-04 09:25:50.1780000,1,197.132.229.16,KingHill,true,9,1,1754
1884,2014-05-04 08:44:26.2310000,23,204.237.93.141,KingHill,true,23,5,1677-1712
1886,2014-05-04 16:21:23.1480000,94,119.188.172.213,KingHill,true,2,1,1877-1789
1710,2014-05-04 01:42:55.3600000,117,154.173.9.122,CaptureFlag,true,13,4,1840-1821
1771,2014-05-04 15:47:58.0030000,210,65.68.224.5,KingHill,true,5,6,1847-1651-1768-1639-1611
1870,2014-05-04 01:20:40.0190000,2,176.93.209.166,CaptureFlag,true,4,1,1860
1703,2014-05-04 10:21:57.3290000,10,199.118.18.179,CaptureFlag,true,13,1,1795
1866,2014-05-04 16:21:27.4680000,22,66.246.194.228,CaptureFlag,true,11,4,1823-1852
1797,2014-05-04 14:18:33.2180000,107,159.129.109.30,KingHill,true,24,6,1642-1666
1674,2014-05-04 05:47:27.4250000,91,17.30.14.116,KingHill,true,9,2,1714-1864
1716,2014-05-04 20:32:21.0970000,206,47.2.20.218,CaptureFlag,true,5,6,1904-1882-1846-1647-1663
1680,2014-05-04 18:14:56.4700000,206,49.133.250.66,KingHill,true,5,5,1822-1886-1636-1698-1835
1918,2014-05-04 14:00:46.1930000,14,166.63.235.19,CaptureFlag,true,7,2,1642
1654,2014-05-04 01:06:55.3090000,23,1.15.52.191,KingHill,true,21,1,1766-1636
1887,2014-05-04 14:02:07.2710000,46,7.219.245.75,CaptureFlag,true,11,4,1791-1698
1903,2014-05-04 03:38:39.4060000,39,173.242.252.147,KingHill,true,21,2,1857-1679
1750,2014-05-04 01:34:04.1260000,196,136.228.3.64,KingHill,true,12,5,1803-1828-1673-1700
1844,2014-05-04 17:23:47.1220000,209,238.23.36.246,CaptureFlag,true,1,4,1769-1653-1870-1749-1898
1770,2014-05-04 01:50:33.3800000,231,143.44.90.117,CaptureFlag,true,3,6,1795-1786-1630-1861-1806
